title,date,provider_code,content,docID,Node_Id,Edge_Id
"반기문 유엔 사무총장, 제주포럼 참석..기조연설 펼친다 ‘어떤 내용?’","20160526","02100601","\n뿐만 아니라 반기문 총장은 황교안 국무총리와 <b>원희룡</b> 제주지사를 만나 이야기 를 나눌 예정이다.","02100601.20160526065559668",3,
"반기문vs문재인vs안철수","20160608","01601001","\n여당의 김무성, 오세훈, 유승민, 정의화, 남경필, <b>원희룡</b> 등과 지지율 격차가 너무 크기 때문에 획기적인 정치구도의 변화나 이슈가 나타나지 않으면 반기문이 여론조사에서 계속 여당 1위를 할 가능성이 크다.","01601001.20160608223200800",3,
"대선 ‘조기 등판’ 반기문 변수…셈법 복잡해진 여야 잠룡들","20160526","01100101","\n남경필 경기지사와 <b>원희룡</b> 제주지사 등은 지자체장에 집중, 개인 브랜드를 만드는 데 주력하고 있다.","01100101.20160526230602566",3,
"반기문 대망론, 여야 정치권 여진 계속","20160531","01400351","\n제주포럼을 주관했던 <b>원희룡</b> 제주지사도 이날 언론 인터뷰에서 “반 총장의 메시지를 본인은 확대 해석하지 말라고 하지만, 일정을 잡고 메시지를 던지는 것을 보니, 이건 뭐 국내 정치인들 뺨치는 듯한 생각도 들더라”면서 “외교관으로서 국내 정치에 문외한이라는 얘기가 어쩌면 전혀 근거 없는 선입견일 수도 있겠다”고 말했다.","01400351.20160531171402314",3,
"No pdf/10판/5면/반기문 첫날 안팎","20160525","01100101","\n<b>원희룡</b> 제주지사가 반 총장을 맞았다.","01100101.20160525161921433",3,
"반기문 유엔 사무총장, 롯데호텔 떠나는 모습 봤더니…","20160529","02100601"," 10여 명의 롯데호텔 직원들은 이날 호텔 로비에서 유엔기와 태극기를 손에 쥐고 반기문 총장과 부인 <b>유순택</b> 여사를 환송했다.","02100601.20160529114122960",4,
"떠나는 반기문","20160530","01100701","\n뒤는 반 총장 부인 <b>유순택</b>씨.","01100701.20160530223351790",4,
"[레이더P] [조한규의 맥] 반기문의 ‘태산`과 김무성의 ‘태산`","20160410","02100101","\n반 총장은 부인 <b>유순택</b> 여사를 비롯해 류제이(劉結一)유엔 주재 중국대사, 리훙펑(李洪峰)타이안(泰安)시 당서기 등과 함께 등산했다.","02100101.20160410173330774",4,
"[서울포토]안동 하회마을 방문한 반기문 UN 사무총장","20160529","01100611","[서울포토]안동 하회마을 방문한 반기문 UN 사무총장29일 오후 경북 안동 하회마을을 방문한 반기문 UN 사무총장과 부인 <b>유순택</b> 여사가 안동지역 유지들과 지역주민들을 만나고 중요무형문화재 제69호 하회별신굿탈놀이를 관람하고 있는 등 방문일정을 소화하고 있다.","01100611.20160529160519572",4,
"[서울포토]안동 하회마을 방문한 반기문 UN 사무총장","20160529","01100611","[서울포토]안동 하회마을 방문한 반기문 UN 사무총장29일 오후 경북 안동 하회마을을 방문한 반기문 UN 사무총장과 부인 <b>유순택</b> 여사가 안동지역 유지들과 지역주민들을 만나고 중요무형문화재 제69호 하회별신굿탈놀이를 관람하고 있는 등 방문일정을 소화하고 있다.","01100611.20160529160527434",4,
"반기문 대망론","20160518","01601101","\n반기문 총장이 지난 1985년 외교부 참사관으로서 미국 하버드대 연수중에 당시 망명중이었던 김대중 전 대통령의 동향을 <b>전두환</b> 정권에 보고한 것으로 드러나 파문이 일었다.","01601101.20160518003016907",5,
"반기문 유엔 사무총장, 전두환 정권 아래 김대중 前대통령 감시","20160418","02100311","반기문 유엔 사무총장, <b>전두환</b> 정권 아래 김대중 前대통령 감시[<b>전두환</b>","02100311.20160512230654898",5,
"‘DJ 동향 보고 논란’ 반기문, 대권 도전 질문에 ‘미소’","20160418","02100101","‘DJ 동향 보고 논란’ 반기문, 대권 도전 질문에 ‘미소’<b>전두환</b> 정권 시절 ‘김대중 동향 보고 논란’을 보고한 반기문(71) 유엔 사무총장이 차기 대권 도전에 대한 질문에 미소를 지으며 함구했다.","02100101.20160418154909330",5,
"반기문 총장, 美 유학시절 전두환 정권에 은밀하게 보고한 정보는…","20160418","02100601","반기문 총장, 美 유학시절 <b>전두환</b> 정권에 은밀하게 보고한 정보는…반기문 유엔 사무총장이 과거 故 김대중 전 대통령의 동향을 <b>전두환</b>","02100601.20160418141424820",5,
"다시 반기문 사무총장에 쏠리는 눈","20160418","01100301","\n당시는 <b>전두환</b>","01100301.20160418130644176",5,
"반기문 대망론","20160518","01601101","\n여기에 지난 15일 청와대 참모진 개편 인사 때 대통령 비서실장에 충청 출신 이원종 지역발전위원장을 임명하면서 정진석 원내대표와 <b>김용태</b> 혁신위원장 등 충청권 인사들이 당청을 장악했다는 분석과 함께 새누리당 내에서 충청 대망론이 더욱 힘을 얻고 있다.","01601101.20160518003016907",6,
"안홍준·김호일 ‘반기문 대망론’ 가세","20160518","01500051","\n앞서 새누리당은 공주가 고향인 정진석 당선인(충남 공주부여청양)을 원내대표로 선출했으며, 혁신위원장에는 충청 출신인 <b>김용태</b> 의원(양천을)을 선임했다.","01500051.20160517204433197",6,
"[레이더P] 김용태 조깅 숙고…반기문 주말 일정","20160515","02100101","[레이더P] <b>김용태</b>","02100101.20160515182707798",6,
"[여의도 인사이드]“대선 필승카드 반기문” TK-충청 연합론 꿈틀","20160517","01100401","\n충북 제천 출신 이원종 대통령비서실장과 대전 출신 새누리당 <b>김용태</b> 혁신위원장 등 충청 출신 인사가 전진 배치된 이유를 설명하면서다.","01100401.20160517132344035",6,
"당청에 ‘충청 삼각편대’ 떴다… 與 비대위원장·혁신위원장에 이어 靑 비서실장까지","20160515","01100201","\n같은 날 새누리당 혁신위원장으로 선임된 <b>김용태</b> 의원도 지역구는 서울 양천을이지만 고향은 대전이며 대전고를 졸업했다.","01100201.20160515214740730",6,
"반기문 대망론","20160518","01601101","\n여기에 지난 15일 청와대 참모진 개편 인사 때 대통령 비서실장에 충청 출신 이원종 지역발전위원장을 임명하면서 <b>정진석</b> 원내대표와 김용태 혁신위원장 등 충청권 인사들이 당청을 장악했다는 분석과 함께 새누리당 내에서 충청 대망론이 더욱 힘을 얻고 있다.","01601101.20160518003016907",7,
"반기문 대선 출마 시사에 새누리당 “더할 나위 없이 좋다” 환영","20160526","02100601","\n지난 25일 반기문 유엔 총장은 제주 서귀포시 롯데호텔에서 가진 관훈클럽 포럼 에 참석해 대권 출마를 시사한 가운데 <b>정진석</b>","02100601.20160526135749084",7,
"안홍준·김호일 ‘반기문 대망론’ 가세","20160518","01500051","\n앞서 새누리당은 공주가 고향인 <b>정진석</b> 당선인(충남 공주부여청양)을 원내대표로 선출했으며, 혁신위원장에는 충청 출신인 김용태 의원(양천을)을 선임했다.","01500051.20160517204433197",7,
"바보야, 문제는 반기문이 아니야!","20160530","01601101","\n당시 한국일보 특파원이 지금 새누리당 원내대표 <b>정진석</b> 의원이다.","01601101.20160529232703955",7,
"[신율의 정치 읽기] 반기문 “고건과는 다르다” 본격 대선 행보","20160607","02100101","\n<b>정진석</b>","02100101.20160607171658876",7,
"반기문 대망론","20160518","01601101","\n여기에 지난 15일 청와대 참모진 개편 인사 때 대통령 비서실장에 충청 출신 <b>이원종</b>","01601101.20160518003016907",8,
"반기문 테마주 신고가 속출","20160517","01100611","반기문 테마주 신고가 속출반기문 유엔 사무총장의 방한과 충북 출신 <b>이원종</b>","01100611.20160517034349952",8,
"대권 반기문· 당권 최경환 조합…충청권 반응은?","20160525","01400551","\n일단 박 대통령이 <b>이원종</b>","01400551.20160525192408058",8,
"반기문 대망론을 정략적으로 비틀면 곤란하다","20160526","01400201","\n신임 대통령 비서실장에 충북 제천 출신 <b>이원종</b> 전 충북지사를 깜짝 기용한 일도 반기문 대망론의 불씨를 키운 측면이 있다.","01400201.20160526064822270",8,
"‘반기문 테마주’ 줄줄이 하락 전환…성문전자는 급등","20160517","01100611","\n여기에 박근혜 대통령이 지난 15일 비서실장으로 충북 출신 <b>이원종</b> 대통령직속 지역발전위원장을 임명한 것도 반기문 테마주에 대한 투자심리를 자극한 것으로 보인다.","01100611.20160517161126110",8,
"반기문 대망론","20160518","01601101","\n우선 지난달 불거진 반 총장의 <b>김대중</b>","01601101.20160518003016907",9,
"조국, 반기문 ‘대망론’에 “기름뱀장어는 연어가 되지 못한다”","20160602","01100601","\n김영삼, <b>김대중</b> 등도 지역연합전술을 쓰면서 집권을 했다.","01100601.20160602110903537",9,
"반기문 유엔 사무총장, 전두환 정권 아래 김대중 前대통령 감시","20160418","02100311","반기문 유엔 사무총장, 전두환 정권 아래 <b>김대중</b>","02100311.20160512230654898",9,
"‘DJ 동향 보고 논란’ 반기문, 대권 도전 질문에 ‘미소’","20160418","02100101","‘DJ 동향 보고 논란’ 반기문, 대권 도전 질문에 ‘미소’전두환 정권 시절 ‘<b>김대중</b>","02100101.20160418154909330",9,
"“반기문 집권 시나리오 있었다”","20160530","01101001","\n또 “반 총장은 햇볕정책 지지자이기 때문에 임기 1년을 남겨놓고 평양에 가서 6.15 남북 정상회담 때의 <b>김대중</b>-김정일 회담처럼 반기문-김정은 회담을 통해서 전 세계의 뉴스의 이목을 집중시키면 ‘반기문 효과’가 극대화돼 대통령 당선으로 이어진다”는 게 반 총장 측근들의 생각이었다고 박 원내대표는 전했다.","01101001.20160530104734194",9,
"반기문 유엔 사무총장, 오늘 황교안 국무총리 이홍구 전 총리 등 만난다","20160526","02100601","\n원로급 인사인 공로명 전 외무장관과 반 총장의 외교통상부장관 재직(2004~200 6년) 이후 외교수장을 맡았던 송민순, 김성환 전 장관을 비롯해 임성남 외교부 제1차관, 주철기전 외교안보수석, 박수길 전 유엔대사, <b>박준우</b>(세종재단 이사 장) 전 정무수석, 조창범 전 호주대사 등 전·현직 외교부 인사들이 참석 했다.","02100601.20160526090901418",10,
"세간의 관심은…`반기문 사람들`","20160525","02100101","\n유엔대표부 대사를 차례로 지낸 박 사무총장, 김 전 대사를 비롯해 오준 현 유엔대표부 대사, <b>박준우</b> 전 청와대 정무수석 등 외무고시 12회 출신들이 반 총장과 깊은 인연을 맺고 있는 것도 눈길을 끈다.","02100101.20160525180843968",10,
"[레이더P] 반기문 돕는 사람들…외교인맥+홍문종·윤상현 등 친박","20160525","02100101","\n이들 4인방에 더해 오준 현 유엔대표부 대사, <b>박준우</b> 전 청와대 정무수석 등 외무고시 12회 출신들도 반 총장과 깊은 인연을 맺고 있다.","02100101.20160525180906017",10,
"반기문-이해찬 '뉴욕 회동' 하루 전 불발…왜?","20160608","02100101","\n어떤 이유에서인지, <b>박준우</b>","02100101.20160608194735455",10,
"[반기문 인물탐구]“첫 외교관 대선 주자” “역사적 업적 흠집” 외교부서도 찬반","20160527","01100101","\n박인국 전 유엔대사, 오준 현 유엔대사, 윤여철 청와대 의전비서관, <b>박준우</b> 전 청와대 정무수석 등도 측근으로 분류된다.","01100101.20160527233256499",10,
"반기문 유엔 사무총장, 오늘 황교안 국무총리 이홍구 전 총리 등 만난다","20160526","02100601","\n원로급 인사인 공로명 전 외무장관과 반 총장의 외교통상부장관 재직(2004~200 6년) 이후 외교수장을 맡았던 송민순, 김성환 전 장관을 비롯해 <b>임성남</b> 외교부 제1차관, 주철기전 외교안보수석, 박수길 전 유엔대사, 박준우(세종재단 이사 장) 전 정무수석, 조창범 전 호주대사 등 전·현직 외교부 인사들이 참석 했다.","02100601.20160526090901418",11,
"&apos;반기문 사단&apos;은 누구","20160526","02100311","\n반 총장은 26일 제주국제컨벤션센터에서 열린 제11회 제주포럼에 참석해 송민순·김성환 전 외교부 장관과 <b>임성남</b> 외교부 제1차관, 오준 유엔 대사, 이태식 전 주미대사, 주철기 전 외교안보수석, 박수길 전 유엔대사 등 전현직 외교관들과 조찬을 했다.","02100311.20160526163705248",11,
"“총장님 사인 좀！”… 제주포럼 스타로","20160527","01100201","\n조찬에는 공로명 송민순 김성환 등 전직 외교수장과 <b>임성남</b> 외교부 1차관, 주철기 전 청와대 외교안보수석 등이 참석했다.","01100201.20160527005902291",11,
"대권 ‘잠룡’ 급부상한 반기문 총장 방한, 견제구 날리는 野","20160525","02100701","\n반 총장은 <b>임성남</b> 외교부 ‘차관, 김방훈 제주특별자치도 정무부지사 등 정부인사들의 마중을 받고 별다른 발언 없이 차량에 탑승해 공항을 빠져나갔다.","02100701.20160525183952472",11,
"반기문 유엔사무총장 제주도착… 방한일정 돌입","20160525","01700201","\n비행기 트랩에서 손을 흔들며 인사한 반 총장은 <b>임성남</b> 외교부 1차관과 김방훈 제주특별자치도 정무부지사 등 마중 나온 인사들과 악수한 뒤 특별한 얘기 없이 유엔기가 달린 차량을 타고 공항을 빠져나갔다.","01700201.20160525182126265",11,
"반기문 유엔 사무총장, 오늘 황교안 국무총리 이홍구 전 총리 등 만난다","20160526","02100601","반기문 유엔 사무총장, 오늘 황교안 국무총리 <b>이홍구</b>","02100601.20160526090901418",12,
"반기문 방한 이틀째…총리·전직장관 면담","20160526","02100101","\n반 총장은 이날 황교안 국무총리, <b>이홍구</b> 전 총리, 전직 외교장관과 전·현직 외교부 고위인사 등을 만날 예정이어서 대화과정에서 반 총장의 대선 출마 여부와 관련한 어떤 얘기들이 오갈지 주목된다.","02100101.20160526092056041",12,
"반기문의 5박6일 무엇을 남겼나","20160531","01400351","\n이 자리에는 고건 노신영 이현재 <b>이홍구</b> 한승수 등 국무총리 출신 5명이 같이해 대권 출마와 관련된 지지세력 구축 행보로 받아들여졌다.","01400351.20160531182527018",12,
"반기문의 5박6일 무엇을 남겼나","20160530","01400351","\n이 자리에는 고건 노신영 이현재 <b>이홍구</b> 한승수 등 국무총리 출신 5명이 같이해 대권 출마와 관련된 지지세력 구축 행보로 받아들여졌다.","01400351.20160530211950454",12,
"반기문 6일 행보가 남긴 것… 대망론 유효기간은?","20160530","02100501","\n김종필 고건 노신영 이현재 <b>이홍구</b> 한승수 등 국무총리 출신 인사만도 6명이나 만났고, 새누리당 정진석 원내대표를 비롯해 김광림 정책위의장, 홍문표 사무총장 대행, 나경원 국회 외교통일위원장, 김세연 김석기 김정재 의원 등 현직 새누리당 인사들을 만나 여권내 접촉면을 늘렸다.","02100501.20160530161128531",12,
"반기문 유엔 사무총장, 오늘 주목되는 일산 안동 경주 방문","20160529","02100601","\n반기문 총장은 하회마을의 서애 선생의 고택인 충효당(忠孝堂)에서 김관용 경북 도지사, 오준 유엔 수석대사, <b>권영세</b> 안동시장, 류상붕 풍산류씨 양진당 대종손 , 류창해 충효당 종손, 류왕근 하회마을 보존회 이사장 등과 오찬을 함께 할 예 정으로 알려졌다.","02100601.20160529085944679",13,
"[영상] 반기문 대권 스타트 경북서 끊다…하회마을~신도청 방문","20160530","01500601","\n반 총장이 김관용 경북도지사, 류왕근 하회마을 보존회 이사장, <b>권영세</b> 안동시장, 류상붕 풍산류씨 양진당 대종손 등 내빈들과 함께 안동 하회마을을 둘러보고 류성룡 선생의 리더십과 자신의 이미지를 연결시키는 동시에 충청을 넘어 TK세력을 껴안는 시도를 내비쳤다.","01500601.20160530104734640",13,
"반기문의 5박6일 무엇을 남겼나","20160531","01400351","\n김관용 경북지사, <b>권영세</b> 안동시장, 이 지역의 국회의원인 김광림 새누리당 정책위 의장과 함께 안동 하회마을의 류성룡 고택을 찾아서는 ‘나무의 제왕’이라 불리는 주목을, 경북도청에는 ‘꿋꿋한 기개와 의지를 상징한다’는 ‘금강송’을 식재하며 대구 경북에 ‘반기문 마케팅’을 확실히 펼쳤다.","01400351.20160531182527018",13,
"반기문의 5박6일 무엇을 남겼나","20160530","01400351","\n김관용 경북지사, <b>권영세</b> 안동시장, 이 지역의 국회의원인 김광림 새누리당 정책위 의장과 함께 안동 하회마을의 류성룡 고택을 찾아서는 ‘나무의 제왕’이라 불리는 주목을, 경북도청에는 ‘꿋꿋한 기개와 의지를 상징한다’는 ‘금강송’을 식재하며 대구 경북에 ‘반기문 마케팅’을 확실히 펼쳤다.","01400351.20160530211950454",13,
"반기문 UN사무총장 안동방문…하회마을 및 경북도청신청사 기념식수","20160529","02100701","\n이자리에는 김관용 경북도지사, 김광림 국회의원, 장대진 경북도의회의장, <b>권영세</b> 안동시장 등이 함께했다.","02100701.20160529182448282",13,
"음성의 맛, 나라 사랑, 위인 탐험","20160610","01400401","\n[중부매일 <b>서인석</b>","01400401.20160609160302964",14,
"반기문 UN 사무총장 만난 음성군장학회 UN방문단","20160503","01400401","\n[중부매일 <b>서인석</b>","01400401.20160503164206988",14,
"반기문 유엔사무총장, 고향 음성에 연하장","20160205","01400401","반기문 유엔사무총장, 고향 음성에 연하장유엔사무총장 친필 연하장[중부매일 <b>서인석</b>","01400401.20160423021335160",14,
"반기문 유엔사무총장, 고향 음성에 연하장","20160205","01400401","반기문 유엔사무총장, 고향 음성에 연하장유엔사무총장 친필 연하장[중부매일 <b>서인석</b>","01400401.20160205204303033",14,
"태원준 여행작가 초청, 반기문 아카데미 개최","20160610","01400401","태원준 여행작가 초청, 반기문 아카데미 개최[중부매일 <b>서인석</b>","01400401.20160609155728046",14,
"조국, 반기문 ‘대망론’에 “기름뱀장어는 연어가 되지 못한다”","20160602","01100601","\n<b>김영삼</b>, 김대중 등도 지역연합전술을 쓰면서 집권을 했다.","01100601.20160602110903537",15,
"[박제균의 휴먼정치]반기문, 꽃가마는 없다","20160311","01100401","\n민자당 대표는 그해 대선에서 당선된 <b>김영삼</b> 대통령.","01100401.20160311131856154",15,
"[신율의 정치 읽기] 반기문 “고건과는 다르다” 본격 대선 행보","20160607","02100101","\n고건 전 총리는 <b>김영삼</b>·노무현정부 아래서 각각 총리를 지낸 인물이었지만, 노무현 당시 대통령은 고건 전 총리에게 힘을 실어주지 않았다.","02100101.20160607171658876",15,
""'반기문 대통령'으로 호남불균형 극복하자"","20160310","01600501","\n김대중 대통령 외에는 거의 영남출신(박정희·전두환·노태우·<b>김영삼</b>·이명박·박근혜)이 대통령을 하다 보니 작년도(2015년) 시·도별 가구당 평균 자산규모를 살펴볼 때 16개 광역시·도 중에서 최하위가 전남이고 그 다음이 전북이며 광주광역시도 13위에 머무르고 있어 호남지역이 가장 못사는 곳으로 나타나고 있다.","01600501.20160309192725500",15,
"반기문 “내년 1월, 한국시민으로 어떤 일 할지 결심”","20160525","01101001","\n반 총장은 “<b>김영삼</b> 대통령은 중학교 때부터 대통령 꿈을 꿨다는데 나는 그런 생각을 해본 적이 없다”며 “그런데 유엔 사무총장이 되고 나서 그런 얘기(대망론)가 나오는데 개인적으로 내가 인생을 헛되이 살지는 않았고, 노력한 데 대한 평가가 있구나 자부심을 느끼고 자랑스럽고 고맙게 생각한다”고 말했다.","01101001.20160525213431365",15,
"반기문 효과?…리얼미터 “당청 지지율 3주만에 반등&quot;","20160530","02100311","\n새누리당은 지난 23일 27.2%의 지지율을 보였지만 ‘정진석·<b>최경환</b>·김무성 3자 회동’으로 당이 정상화 단계에 들어가자 회복세를 보였다.","02100311.20160530154902104",16,
"朴 대통령, 반기문 대망론 질문에 웃으며 “저는 모르고…”","20160113","02100701","\n또한 친박계 일부에서는 외치에 반 총장, 내치에 <b>최경환</b> 전 경제부총리 겸 기획재정부 장관을 염두에 두고 ‘이원집정부제’로 개헌을 하자는 주장이 제기된 바 있다.","02100701.20160113183000956",16,
"[사설] 무분별한 ‘반기문 대망론’의 확산을 경계한다","20160525","01101101","\n민병두 더민주 의원은 “당권은 <b>최경환</b>, 대통령은 반기문 구도”라며 “반 총장은 본인 의사와 관계없이 친박 대통령 후보로 내정돼 있다”고 주장했다.","01101101.20160526051638784",16,
"친박계 좌장 최경환 오늘 반기문과 회동","20160121","01100611","친박계 좌장 <b>최경환</b> 오늘 반기문과 회동박근혜 대통령의 특사 자격으로 스위스에서 열리는 다보스포럼에 참석한 새누리당 <b>최경환</b> 의원이 21일(현지시간) 반기문 유엔 사무총장과 비공식 만남을 가질 예정이어서 관심이 쏠린다.","01100611.20160419141115564",16,
"대선 ‘조기 등판’ 반기문 변수…셈법 복잡해진 여야 잠룡들","20160526","01100101","\n지난 24일 정진석 원내대표, <b>최경환</b> 의원과의 ‘3자 회동’이 ‘복귀’ 신호탄으로 해석됐지만 회동 결과가 분란을 가중시켰다는 비판이 나온다.","01100101.20160526230602566",16,
"반기문 UN 사무총장 만난 음성군장학회 UN방문단","20160503","01400401","\n[중부매일 서인석 기자] (재)음성장학회(이사장 <b>이필용</b>","01400401.20160503164206988",17,
"반기문 총장과 &apos;뜻 깊은 시간&apos;","20160504","01400351","반기문 총장과 &apos;뜻 깊은 시간&apos;[대전=중도일보] (재)음성장학회(이사장 <b>이필용</b>","01400351.20160503205908256",17,
"음성장학회, 반기문 UN사무총장 만나다","20160503","01400551","\n이는 관내 학생들의 글로벌 인재 육성과 제2의 반기문 UN사무총장 배출을 위한 것으로 이사장 <b>이필용</b>","01400551.20160503133000661",17,
"반기문 총장, 고향 후배들에게 카네이션 받았다","20160503","01400401","반기문 총장, 고향 후배들에게 카네이션 받았다(재)음성장학회(이사장 <b>이필용</b>","01400401.20160503155206921",17,
"반기문 총장, 6년째 고향후배 만난다","20160427","01400401","반기문 총장, 6년째 고향후배 만난다반기문 유엔 사무총장 / 중부매일DB[중부매일] <b>이필용</b>","01400401.20160426153946122",17,
"안홍준·김호일 ‘반기문 대망론’ 가세","20160518","01500051","<b>안홍준</b>","01500051.20160517204433197",18,
"[사설] 무분별한 ‘반기문 대망론’의 확산을 경계한다","20160525","01101101","\n<b>안홍준</b> 의원은 “대선에 당연히 나서야 한다”고 했고, 친박 중진인 홍문종 의원은 “대선의 변수가 아니라 상수”라며 여당 대선후보로 기정사실화했다.","01101101.20160526051638784",18,
"&apos;반기문 대망론&apos; 견제하나...野 연일 김빼기","20160525","02100311","\n<b>안홍준</b> 의원은 이날 CBS 라디오에 출연해 반 총장의 대권 도전에 대해 “당연히 나서야 한다”면서 “세계의 대통령이라 할 수 있는 유엔 사무총장의 10년 경험과 전 세계 정상들과의 인맥을 활용해 대한민국 대통령으로서 우리가 부려 먹을 때”라고 주장했다.","02100311.20160525170212069",18,
"안홍준 의원 “세계 인맥 많은 반기문, 대통령으로 부려먹을 때”","20160526","01500051","<b>안홍준</b>","01500051.20160604095324910",18,
"여권 &apos;반기문 대망론&apos;에 설왕설래","20160525","02100501","\n<b>안홍준</b> 의원은 이날 CBS라디오에 출연, 반 총장의 대권 도전에 대해 "당연히 나서야 한다"면서 "세계의 대통령이라 할 수 있는 유엔 사무총장의 10년 경험과 전세계 정상들과의 인맥을 활용해서 대한민국 대통령으로서 우리가 부려먹을 때"라고 주장했다.","02100501.20160525184002188",18,
"‘대망론’에 기름 부은 반기문… 설설 끓는 정치권","20160525","01100201","\n국민의당 <b>이상돈</b> 최고위원은 이날 라디오 인터뷰에서 “반 총장은 검증을 견디기 어렵다.","01100201.20160525183959774",19,
"이상돈 “반기문, 검증 견디기 어려울 뿐더러 100% 패배한다”","20160524","01100101","<b>이상돈</b> “반기문, 검증 견디기 어려울 뿐더러 100% 패배한다”국민의당 안철수 상임공동대표(왼쪽)와 <b>이상돈</b> 최고위원 / 김창길 기자 cut@kyunghyang.com<b>이상돈</b> “반기문, 검증 견디기 어려울 뿐더러 100% 패배한다” 국민의당 <b>이상돈</b> 최고위원은 24일 반기문 유엔 사무총장의 방한을 앞두고 일고 있는 ‘반기문 대망론’에 대해 “(반 총장이) 검증을 견디기 어려울 뿐더러 (대선에서) 100% 패배한다고 본다”고 말했다.","01100101.20160524105929898",19,
"반기문 총장 내한 앞두고 정치권 ‘술렁’","20160525","01500051","\n국민의당 <b>이상돈</b> 최고위원은 KBS라디오에서 “반 총장은 검증을 견디기 어렵다.","01500051.20160604095242953",19,
"정치권 관심 속 국내 오는 반기문…30일까지 머물러","20160524","01500601","\n국민의당 <b>이상돈</b> 최고위원은 이날 한 라디오방송과의 인터뷰에서 “반 총장은 검증을 견디기 어렵다.","01500601.20160524230842040",19,
"반기문 광폭행보, 여야 &apos;대선 메시지&apos; 촉각","20160524","01500701","\n국민의당 <b>이상돈</b> 최고위원은 방송 인터뷰에서 "반 총장은 검증을 견디기 어렵다.","01500701.20160524230341679",19,
"‘대망론’에 기름 부은 반기문… 설설 끓는 정치권","20160525","01100201","\n<b>정우택</b> 의원은 전날 저녁 배재대 특강에서 “충청권 의석수가 3석 늘어 호남이나 TK(대구·경북)에 견줘 전혀 밀리지 않는 상황이 됐다.","01100201.20160525183959774",20,
"[최충식의 지역프리즘] 반기문 대권 의지는 50%? 101%?","20160526","01400351","\n<b>정우택</b> 새누리당 의원은 이날 반기문의 대권 도전 가능성을 “반반”으로 전망했다.","01400351.20160526180142429",20,
"여권 &apos;반기문 대망론&apos;에 설왕설래","20160525","02100501","\n그러나 충청 출신의 <b>정우택</b> 의원은 KBS 라디오에서 반 총장의 대권 도전 가능성에 대해 "개인적으로 반반으로 본다"면서 "출마하지 않는다는 말씀을 결코 안 하고 있어 나올 것이라는 기대를 하고 있지만 외교관으로 적합한 성품을 갖고 있어서 진흙탕 정치에 발을 들여놓을까 하는 생각도 한다"고 말했다.","02100501.20160525184002188",20,
"여야 ‘반기문 대망론’ 설왕설래","20160523","01100701","\n이스탄불=연합뉴스홍문종·<b>정우택</b> 의원 등 당내 친박계 의원들이 총선 이후 “반 총장은 새누리당의 변수가 아닌 상수”, “반 총장에 대한 기대가 크다” 등 공개발언을 통해 반 총장에게 구애를 보내고 있는 것을 비판한 것이다.","01100701.20160523190511039",20,
"대권주자 정우택 의원이 전망하는 반기문 유엔 사무총장의 대선 출마 가능성…","20160513","02100601","대권주자 <b>정우택</b> 의원이 전망하는 반기문 유엔 사무총장의 대선 출마 가능성…새누리당 친박(친박근혜)계 중진인 <b>정우택</b>","02100601.20160513093450166",20,
"‘대망론’에 기름 부은 반기문… 설설 끓는 정치권","20160525","01100201","\n더불어민주당 출신인 <b>안희정</b> 충남지사가 ‘젊은 충청 대망론’을 내세워 반 총장의 맞수로 떠오를 가능성도 거론되고 있다.","01100201.20160525183959774",21,
